1e-06,3.31867625493826
2.15443469003188e-06,2.70668008444552
4.64158883361278e-06,1.9562906185481
1e-05,1.22400152903361
2.15443469003188e-05,0.682707800772721
4.64158883361278e-05,0.367563786605864
0.0001,0.196249822818468
0.000215443469003188,0.10440308878088
0.000464158883361278,0.0625049906017986
0.001,0.0473624252359859
0.00215443469003188,0.0427411280364473
0.00464158883361278,0.0414114266846262
0.01,0.0410125191618909
0.0215443469003188,0.0408794943739929
0.0464158883361278,0.0408295376382517
0.1,0.0408089473693143
0.215443469003188,0.0407999557563136
0.464158883361278,0.0407959046580108
1,0.0407940507432371
2.15443469003188,0.0407931959342239
4.64158883361278,0.0407928003960854
10,0.0407926170683973
21.5443469003188,0.0407925320322892
46.4158883361278,0.0407924925743194
100,0.0407924742622012
